ds,Forecated,Actual Sales,type,level
2014-10-31,707.3539585160232,1595.15,Actual,Category - West
2014-11-30,2819.930168224585,4863.734,Actual,Category - West
2014-12-31,3850.7680476773617,2170.944,Actual,Category - West
2015-01-31,1338.8534977442177,0.0,Actual,Category - West
2015-02-28,1163.7058422500004,0.0,Actual,Category - West
2015-03-31,1819.470083720254,987.17,Actual,Category - West
2015-04-30,214.12429602183965,383.856,Actual,Category - West
2015-05-31,1534.07788239799,992.14,Actual,Category - West
2015-06-30,1904.6109038439622,41.584,Actual,Category - West
2015-07-31,1060.7418631675841,619.2950000000001,Actual,Category - West
2015-08-31,1743.3632152441055,1175.118,Actual,Category - West
2015-09-30,2343.554023994953,3584.788,Actual,Category - West
2015-10-31,368.4413216596888,14.28,Actual,Category - West
2015-11-30,3491.4649175730983,2249.2929999999997,Actual,Category - West
2015-12-31,3608.8578225385127,3355.97,Actual,Category - West
2016-01-31,178.29666761020007,102.21799999999999,Actual,Category - West
2016-02-29,-882.1150587524105,146.82,Actual,Category - West
2016-03-31,-843.1861972468705,493.813,Actual,Category - West
2016-04-30,2378.8003001785137,4804.841,Actual,Category - West
2016-05-31,1440.9022732872945,2160.328,Actual,Category - West
2016-06-30,2215.2817592502834,1464.5600000000002,Actual,Category - West
2016-07-31,1190.6388378715747,1257.516,Actual,Category - West
2016-08-31,582.5648580742475,306.34000000000003,Actual,Category - West
2016-09-30,2718.0282080959378,3980.4239999999995,Actual,Category - West
2016-10-31,1140.5682171431586,752.1279999999999,Actual,Category - West
2016-11-30,1193.5801049141605,955.008,Actual,Category - West
2016-12-31,3993.4729125967274,3147.04,Actual,Category - West
2017-01-31,3411.037629698578,4843.622,Actual,Category - West
2017-02-28,-313.6858023624767,238.19799999999998,Actual,Category - West
2017-03-31,-32.14364212134751,42.025999999999996,Actual,Category - West
2017-04-30,1580.9975653984893,18.28,Actual,Category - West
2017-05-31,1377.686161947641,1565.266,Actual,Category - West
2017-06-30,2018.8083963257986,2643.545,Actual,Category - West
2017-07-31,1048.9716615691161,357.72999999999996,Actual,Category - West
2017-08-31,878.3023776553057,0.0,Actual,Category - West
2017-09-30,2508.7097035066463,226.12,Actual,Category - West
2017-10-31,783.5496649400013,643.52,Actual,Category - West
2017-11-30,1872.4905422420557,1317.832,Actual,Category - West
2017-12-31,3797.8437655740736,6587.022,Actual,Category - West
2018-01-31,2235.6242220441986,,Forecast,Category - West
2018-02-28,277.90516437826886,,Forecast,Category - West
2018-03-31,765.1383536348619,,Forecast,Category - West
2018-04-30,768.6137504384923,,Forecast,Category - West
2018-05-31,1318.0515144119393,,Forecast,Category - West
2018-06-30,1824.5730346219225,,Forecast,Category - West
2018-07-31,915.0504450411999,,Forecast,Category - West
2018-08-31,1174.7466973589856,,Forecast,Category - West
2018-09-30,2293.2275414300107,,Forecast,Category - West
2018-10-31,435.50842352514076,,Forecast,Category - West
2018-11-30,2548.084633324248,,Forecast,Category - West
2018-12-31,3578.9225128611406,,Forecast,Category - West
2014-01-31,1666.3549270663589,328.604,Actual,Category - Central
2014-02-28,941.8720320690652,468.9,Actual,Category - Central
2014-03-31,912.3529399190411,0.0,Actual,Category - Central
2014-04-30,795.1655052021425,0.0,Actual,Category - Central
2014-05-31,498.25934621006036,225.016,Actual,Category - Central
2014-06-30,2284.358507055783,4806.866,Actual,Category - Central
2014-07-31,274.25894136060833,0.0,Actual,Category - Central
2014-08-31,1642.0933398319455,0.0,Actual,Category - Central
2014-09-30,7243.389588776203,16964.928,Actual,Category - Central
2014-10-31,1499.0700652860821,2947.9120000000003,Actual,Category - Central
2014-11-30,2116.4313633643396,685.18,Actual,Category - Central
2014-12-31,2489.031493866735,1197.008,Actual,Category - Central
2015-01-31,1010.4661728868398,354.004,Actual,Category - Central
2015-02-28,1384.3498263536128,199.17000000000002,Actual,Category - Central
2015-03-31,761.9234439985355,215.024,Actual,Category - Central
2015-04-30,643.5699979109246,467.32500000000005,Actual,Category - Central
2015-05-31,190.62401340534893,0.0,Actual,Category - Central
2015-06-30,1444.1764132979006,41.9,Actual,Category - Central
2015-07-31,-332.8771340641058,0.0,Actual,Category - Central
2015-08-31,1947.889479116299,3291.6510000000003,Actual,Category - Central
2015-09-30,6845.392763671549,1116.48,Actual,Category - Central
2015-10-31,1511.0710380862874,410.08,Actual,Category - Central
2015-11-30,2388.837440579833,2680.504,Actual,Category - Central
2015-12-31,1061.940787540798,1351.7732,Actual,Category - Central
2016-01-31,376.91229680117794,0.0,Actual,Category - Central
2016-02-29,-1038.5459956487935,0.0,Actual,Category - Central
2016-03-31,69.37300016338816,956.008,Actual,Category - Central
2016-04-30,-52.2237861696733,630.2760000000001,Actual,Category - Central
2016-05-31,-48.919230678825556,0.0,Actual,Category - Central
2016-06-30,2832.506781472407,2327.64,Actual,Category - Central
2016-07-31,418.8503421183434,57.239999999999995,Actual,Category - Central
2016-08-31,-63.563003496790884,277.228,Actual,Category - Central
2016-09-30,6905.755072718613,4892.5796,Actual,Category - Central
2016-10-31,359.54418731109826,47.048,Actual,Category - Central
2016-11-30,380.4010520672753,1062.75,Actual,Category - Central
2016-12-31,4180.430008653641,6086.812,Actual,Category - Central
2017-01-31,1219.6774432427617,3611.182,Actual,Category - Central
2017-02-28,-615.5292474131928,0.0,Actual,Category - Central
2017-03-31,-68.13109046753266,504.2648,Actual,Category - Central
2017-04-30,-186.31759211834583,97.264,Actual,Category - Central
2017-05-31,-331.0267199212209,79.344,Actual,Category - Central
2017-06-30,1997.9154947855677,1377.7289999999998,Actual,Category - Central
2017-07-31,-224.505892801909,78.504,Actual,Category - Central
2017-08-31,221.92846551293871,183.504,Actual,Category - Central
2017-09-30,6513.973796776989,4534.528,Actual,Category - Central
2017-10-31,365.58944428452463,337.94399999999996,Actual,Category - Central
2017-11-30,697.3346367509436,1160.381,Actual,Category - Central
2017-12-31,2779.4765951554728,1879.8108,Actual,Category - Central
2018-01-31,542.1307884184324,,Forecast,Category - Central
2018-02-28,-182.3521065072352,,Forecast,Category - Central
2018-03-31,-211.87119852612358,,Forecast,Category - Central
2018-04-30,-329.0586331116184,,Forecast,Category - Central
2018-05-31,-625.9647917190343,,Forecast,Category - Central
2018-06-30,1160.1343694097056,,Forecast,Category - Central
2018-07-31,-849.9651959993516,,Forecast,Category - Central
2018-08-31,517.8692026972951,,Forecast,Category - Central
2018-09-30,6119.1654519027925,,Forecast,Category - Central
2018-10-31,374.84592868285694,,Forecast,Category - Central
2018-11-30,992.2072269971774,,Forecast,Category - Central
2018-12-31,1364.8073579476063,,Forecast,Category - Central
2014-01-31,541.500673854861,309.904,Actual,Category - East
2014-02-28,-59.78186841529396,115.36,Actual,Category - East
2014-03-31,-192.12258847049998,13.456,Actual,Category - East
2014-04-30,1569.406940256126,748.596,Actual,Category - East
2014-05-31,396.04562851896253,79.638,Actual,Category - East
2014-06-30,967.51781526277,2007.1509999999998,Actual,Category - East
2014-07-31,2287.0873535013484,1534.56,Actual,Category - East
2014-08-31,751.7112631937072,362.876,Actual,Category - East
2014-09-30,3013.622821851318,891.194,Actual,Category - East
2014-10-31,1599.6912808147981,223.808,Actual,Category - East
2014-11-30,2913.3674263872517,4809.996,Actual,Category - East
2014-12-31,1735.424781334596,1297.8,Actual,Category - East
2015-01-31,919.7863419822404,1816.6960000000001,Actual,Category - East
2015-02-28,-221.384729788992,107.982,Actual,Category - East
2015-03-31,-489.7480718990073,0.0,Actual,Category - East
2015-04-30,2034.417753134488,3183.92,Actual,Category - East
2015-05-31,422.4626308502459,619.492,Actual,Category - East
2015-06-30,315.24552104066356,6.208,Actual,Category - East
2015-07-31,3843.4326542539466,4316.252,Actual,Category - East
2015-08-31,505.0105899726527,0.0,Actual,Category - East
2015-09-30,2366.6275745860057,4084.5299999999997,Actual,Category - East
2015-10-31,1601.036771876152,1842.972,Actual,Category - East
2015-11-30,3384.718190945774,670.7,Actual,Category - East
2015-12-31,1850.2132131716394,2073.406,Actual,Category - East
2016-01-31,1292.5704995176484,826.562,Actual,Category - East
2016-02-29,548.7852621205393,287.4,Actual,Category - East
2016-03-31,731.5173114616803,459.95,Actual,Category - East
2016-04-30,958.8892685939305,1126.508,Actual,Category - East
2016-05-31,629.8431288534223,0.0,Actual,Category - East
2016-06-30,2635.493770801182,3180.6620000000003,Actual,Category - East
2016-07-31,-510.8869633437514,655.83,Actual,Category - East
2016-08-31,1471.224997637437,1876.348,Actual,Category - East
2016-09-30,4614.743112286597,8243.23,Actual,Category - East
2016-10-31,1955.4871818686004,3468.9840000000004,Actual,Category - East
2016-11-30,2296.8246823331774,568.369,Actual,Category - East
2016-12-31,1812.2534938800945,2653.038,Actual,Category - East
2017-01-31,466.82238982491276,256.742,Actual,Category - East
2017-02-28,402.8964785128808,159.73,Actual,Category - East
2017-03-31,420.94914842086314,0.0,Actual,Category - East
2017-04-30,1416.6362705475676,919.362,Actual,Category - East
2017-05-31,671.0564852083082,1427.31,Actual,Category - East
2017-06-30,1946.9215382660982,673.736,Actual,Category - East
2017-07-31,1041.0139904677544,155.062,Actual,Category - East
2017-08-31,1279.6652970397556,1772.1979999999999,Actual,Category - East
2017-09-30,3969.1561808232277,727.906,Actual,Category - East
2017-10-31,1923.768025010571,1537.67,Actual,Category - East
2017-11-30,2756.425689385773,5278.246,Actual,Category - East
2017-12-31,1928.5293882677167,1288.784,Actual,Category - East
2018-01-31,850.2635347195189,,Forecast,Category - East
2018-02-28,248.98099229999775,,Forecast,Category - East
2018-03-31,116.64027208059701,,Forecast,Category - East
2018-04-30,1878.1698006403885,,Forecast,Category - East
2018-05-31,704.808488750157,,Forecast,Category - East
2018-06-30,1276.280675343798,,Forecast,Category - East
2018-07-31,2595.8502134119453,,Forecast,Category - East
2018-08-31,1060.4741229309393,,Forecast,Category - East
2018-09-30,3322.3856814083783,,Forecast,Category - East
2018-10-31,1908.4541401728234,,Forecast,Category - East
2018-11-30,3222.1302855670665,,Forecast,Category - East
2018-12-31,2044.1876403050087,,Forecast,Category - East
